,SPY_Close,SPY_per_change,SPY_cumulative,SPXL_Close,SPXL_per_change,SPXL_cumulative,ideal_per_change,ideal_cumulative,shares_under,shares_trip,portfolio_SPY_long,portfolio_SPXL_short,portfolio_total,beta_exposure
2021-08-18,439.18,-0.01,1.79,114.22,-0.03,3.2,-0.03,3.36,17.6,-22.64,7729.94,-2585.72,5144.22,-27.22
2021-08-19,439.86,0.0,1.79,114.82,0.01,3.22,0.0,3.37,17.6,-22.64,7741.9,-2599.3,5142.6,-56.0
2021-08-20,443.36,0.01,1.8,117.58,0.02,3.3,0.02,3.45,17.81,-22.43,7894.43,-2637.67,5256.76,-18.58
2021-08-23,447.26,0.01,1.82,120.54,0.03,3.38,0.03,3.54,17.81,-22.43,7963.87,-2704.07,5259.8,-148.35
2021-08-24,447.97,0.0,1.82,121.2,0.01,3.4,0.0,3.56,18.01,-22.23,8066.58,-2694.51,5372.06,-16.96
2021-08-25,448.91,0.0,1.83,121.94,0.01,3.42,0.01,3.58,18.01,-22.23,8083.5,-2710.96,5372.54,-49.39
2021-08-26,446.26,-0.01,1.82,119.76,-0.02,3.36,-0.02,3.52,18.01,-22.23,8035.78,-2662.5,5373.29,48.29
2021-08-27,450.25,0.01,1.83,122.93,0.03,3.45,0.03,3.61,18.01,-22.23,8107.63,-2732.97,5374.66,-91.29
2021-08-30,452.23,0.0,1.84,124.59,0.01,3.49,0.01,3.66,18.19,-22.05,8226.46,-2746.96,5479.5,-14.43
2021-08-31,451.56,-0.0,1.84,124.08,-0.0,3.48,-0.0,3.65,18.19,-22.05,8214.27,-2735.72,5478.55,7.11
2021-09-01,451.8,0.0,1.84,124.4,0.0,3.49,0.0,3.65,18.19,-22.05,8218.64,-2742.77,5475.86,-9.69
2021-09-02,453.19,0.0,1.84,125.42,0.01,3.52,0.01,3.68,18.19,-22.05,8243.92,-2765.26,5478.66,-51.87
2021-09-03,453.08,-0.0,1.84,125.27,-0.0,3.51,-0.0,3.68,18.19,-22.05,8241.92,-2761.96,5479.97,-43.95
2021-09-07,451.46,-0.0,1.84,123.98,-0.01,3.47,-0.01,3.64,18.19,-22.05,8212.45,-2733.51,5478.94,11.91
2021-09-08,450.91,-0.0,1.84,123.46,-0.0,3.46,-0.0,3.63,18.19,-22.05,8202.45,-2722.05,5480.4,36.3
2021-09-09,448.98,-0.0,1.83,121.76,-0.01,3.41,-0.01,3.58,18.19,-22.05,8167.34,-2684.57,5482.77,113.64
2021-09-10,445.44,-0.01,1.81,119.02,-0.02,3.34,-0.02,3.5,17.87,-22.37,7959.18,-2662.57,5296.61,-28.52
2021-09-13,446.58,0.0,1.82,119.84,0.01,3.36,0.01,3.52,17.87,-22.37,7979.55,-2680.91,5298.64,-63.19
2021-09-14,444.17,-0.01,1.81,117.94,-0.02,3.31,-0.02,3.47,17.87,-22.37,7936.49,-2638.41,5298.08,21.26
2021-09-15,447.88,0.01,1.82,120.86,0.02,3.39,0.03,3.55,17.87,-22.37,8002.78,-2703.73,5299.05,-108.41
2021-09-16,447.17,-0.0,1.82,120.22,-0.01,3.37,-0.0,3.54,17.87,-22.37,7990.09,-2689.41,5300.68,-78.15
2021-09-17,441.4,-0.01,1.8,116.85,-0.03,3.27,-0.04,3.4,17.87,-22.37,7887.0,-2614.02,5272.97,44.92
2021-09-20,434.04,-0.02,1.77,110.88,-0.05,3.11,-0.05,3.23,17.4,-22.84,7550.58,-2532.82,5017.76,-47.87
2021-09-21,433.63,-0.0,1.77,110.66,-0.0,3.1,-0.0,3.22,17.4,-22.84,7543.45,-2527.79,5015.66,-39.93
2021-09-22,437.86,0.01,1.78,113.79,0.03,3.19,0.03,3.32,17.6,-22.64,7707.45,-2575.79,5131.66,-19.93
2021-09-23,443.18,0.01,1.8,117.97,0.04,3.31,0.04,3.44,17.84,-22.4,7906.17,-2642.44,5263.72,-21.16
2021-09-24,443.91,0.0,1.81,118.53,0.0,3.32,0.0,3.45,17.84,-22.4,7919.19,-2654.99,5264.2,-45.77
2021-09-27,442.64,-0.0,1.8,117.52,-0.01,3.29,-0.01,3.42,17.84,-22.4,7896.53,-2632.36,5264.17,-0.56
2021-09-28,433.72,-0.02,1.77,110.34,-0.06,3.09,-0.06,3.22,17.35,-22.89,7525.93,-2525.34,5000.6,-50.07
2021-09-29,434.45,0.0,1.77,110.88,0.0,3.11,0.01,3.23,17.35,-22.89,7538.6,-2537.69,5000.91,-74.48
2021-09-30,429.14,-0.01,1.75,106.98,-0.04,3.0,-0.04,3.11,17.35,-22.89,7446.46,-2448.44,4998.02,101.15
2021-10-01,434.24,0.01,1.77,110.69,0.03,3.1,0.04,3.23,17.35,-22.89,7534.96,-2533.35,5001.61,-65.08
2021-10-04,428.64,-0.01,1.74,106.46,-0.04,2.98,-0.04,3.1,17.35,-22.89,7437.78,-2436.53,5001.25,128.18
2021-10-05,433.1,0.01,1.76,109.65,0.03,3.07,0.03,3.2,17.35,-22.89,7515.17,-2509.54,5005.63,-13.46
2021-10-06,434.9,0.0,1.77,111.08,0.01,3.11,0.01,3.24,17.35,-22.89,7546.41,-2542.27,5004.14,-80.41
2021-10-07,438.66,0.01,1.79,113.9,0.03,3.19,0.03,3.32,17.59,-22.65,7716.04,-2579.71,5136.34,-23.07
2021-10-08,437.86,-0.0,1.78,113.28,-0.01,3.17,-0.01,3.3,17.59,-22.65,7701.97,-2565.66,5136.31,4.98
2021-10-11,434.69,-0.01,1.77,110.82,-0.02,3.11,-0.02,3.23,17.59,-22.65,7646.21,-2509.95,5136.26,116.37
2021-10-12,433.62,-0.0,1.77,110.03,-0.01,3.08,-0.01,3.21,17.36,-22.88,7528.06,-2517.26,5010.8,-23.72
2021-10-13,435.18,0.0,1.77,111.08,0.01,3.11,0.01,3.24,17.36,-22.88,7555.15,-2541.28,5013.86,-68.7
2021-10-14,442.5,0.02,1.8,116.74,0.05,3.27,0.05,3.41,17.73,-22.5,7847.27,-2627.23,5220.04,-34.42
2021-10-15,445.87,0.01,1.81,119.39,0.02,3.35,0.02,3.48,17.91,-22.33,7983.82,-2666.31,5317.51,-15.1
2021-10-18,447.19,0.0,1.82,120.49,0.01,3.38,0.01,3.51,17.91,-22.33,8007.45,-2690.87,5316.58,-65.16
2021-10-19,450.64,0.01,1.83,123.21,0.02,3.45,0.02,3.6,18.11,-22.13,8162.04,-2726.24,5435.8,-16.68
2021-10-20,452.41,0.0,1.84,124.73,0.01,3.5,0.01,3.64,18.11,-22.13,8194.1,-2759.88,5434.23,-85.52
2021-10-21,453.59,0.0,1.85,125.75,0.01,3.52,0.01,3.67,18.11,-22.13,8215.47,-2782.44,5433.03,-131.86
2021-10-22,453.12,-0.0,1.84,125.2,-0.0,3.51,-0.0,3.66,18.11,-22.13,8206.96,-2770.27,5436.69,-103.86
2021-10-25,455.55,0.01,1.85,127.12,0.02,3.56,0.02,3.71,18.32,-21.92,8344.62,-2786.63,5558.0,-15.25
2021-10-26,455.96,0.0,1.86,127.61,0.0,3.58,0.0,3.72,18.32,-21.92,8352.13,-2797.37,5554.77,-39.97
2021-10-27,453.94,-0.0,1.85,125.88,-0.01,3.53,-0.01,3.67,18.32,-21.92,8315.13,-2759.44,5555.69,36.8
2021-10-28,458.32,0.01,1.87,129.5,0.03,3.63,0.03,3.78,18.32,-21.92,8395.36,-2838.8,5556.57,-121.03
2021-10-29,459.25,0.0,1.87,130.23,0.01,3.65,0.01,3.8,18.48,-21.76,8488.4,-2833.25,5655.15,-11.35
2021-11-01,460.04,0.0,1.87,130.94,0.01,3.67,0.01,3.82,18.48,-21.76,8503.0,-2848.7,5654.31,-43.08
2021-11-02,461.9,0.0,1.88,132.48,0.01,3.71,0.01,3.87,18.48,-21.76,8537.38,-2882.2,5655.18,-109.22
2021-11-03,464.72,0.01,1.89,134.91,0.02,3.78,0.02,3.94,18.72,-21.52,8697.35,-2903.76,5793.59,-13.92
2021-11-04,466.91,0.0,1.9,136.75,0.01,3.83,0.01,4.0,18.72,-21.52,8738.34,-2943.36,5794.98,-91.75
2021-11-05,468.53,0.0,1.91,138.21,0.01,3.87,0.01,4.04,18.88,-21.36,8846.5,-2951.82,5894.68,-8.96
2021-11-08,468.93,0.0,1.91,138.7,0.0,3.89,0.0,4.05,18.88,-21.36,8854.06,-2962.29,5891.77,-32.8
2021-11-09,467.38,-0.0,1.9,137.3,-0.01,3.85,-0.01,4.01,18.88,-21.36,8824.79,-2932.38,5892.41,27.64
2021-11-10,463.62,-0.01,1.89,134.0,-0.02,3.76,-0.02,3.91,18.67,-21.57,8656.87,-2889.92,5766.96,-12.88
2021-11-11,463.77,0.0,1.89,134.02,0.0,3.76,0.0,3.92,18.67,-21.57,8659.67,-2890.35,5769.32,-11.38
2021-11-12,467.27,0.01,1.9,137.08,0.02,3.84,0.02,4.0,18.67,-21.57,8725.03,-2956.34,5768.68,-144.0
2021-11-15,467.43,0.0,1.9,137.17,0.0,3.84,0.0,4.01,18.67,-21.57,8728.02,-2958.28,5769.73,-146.84
2021-11-16,469.28,0.0,1.91,138.81,0.01,3.89,0.01,4.06,18.91,-21.33,8871.76,-2961.35,5910.41,-12.3
2021-11-17,468.14,-0.0,1.91,137.8,-0.01,3.86,-0.01,4.03,18.91,-21.33,8850.21,-2939.81,5910.4,30.79
2021-11-18,469.73,0.0,1.91,139.23,0.01,3.9,0.01,4.07,18.91,-21.33,8880.27,-2970.31,5909.95,-30.67
2021-11-19,468.89,-0.0,1.91,138.47,-0.01,3.88,-0.01,4.05,18.91,-21.33,8864.39,-2954.1,5910.29,2.09
2021-11-22,467.57,-0.0,1.9,137.31,-0.01,3.85,-0.01,4.01,18.91,-21.33,8839.43,-2929.35,5910.08,51.38
2021-11-23,468.19,0.0,1.91,137.95,0.0,3.87,0.0,4.03,18.91,-21.33,8851.15,-2943.01,5908.15,22.14
2021-11-24,469.44,0.0,1.91,138.87,0.01,3.89,0.01,4.06,18.91,-21.33,8874.79,-2962.63,5912.15,-13.11
2021-11-26,458.97,-0.02,1.87,129.52,-0.07,3.63,-0.07,3.79,18.41,-21.83,8448.07,-2827.72,5620.35,-35.1
2021-11-29,464.6,0.01,1.89,134.45,0.04,3.77,0.04,3.93,18.68,-21.56,8678.88,-2898.55,5780.33,-16.77
2021-11-30,455.56,-0.02,1.85,126.77,-0.06,3.55,-0.06,3.7,18.27,-21.97,8323.7,-2784.83,5538.88,-30.78
2021-12-01,450.5,-0.01,1.83,122.34,-0.03,3.43,-0.03,3.57,18.04,-22.2,8127.7,-2715.63,5412.07,-19.19
2021-12-02,457.4,0.02,1.86,127.78,0.04,3.58,0.05,3.74,18.32,-21.92,8380.67,-2800.49,5580.18,-20.8
2021-12-03,453.42,-0.01,1.85,124.34,-0.03,3.48,-0.03,3.64,18.32,-21.92,8307.75,-2725.1,5582.65,132.45
2021-12-06,458.79,0.01,1.87,128.93,0.04,3.61,0.04,3.77,18.32,-21.92,8406.14,-2825.69,5580.44,-70.95
2021-12-07,468.28,0.02,1.91,136.95,0.06,3.84,0.06,4.01,18.78,-21.46,8792.2,-2939.41,5852.8,-26.02
2021-12-08,469.52,0.0,1.91,137.98,0.01,3.87,0.01,4.04,18.78,-21.46,8815.49,-2961.52,5853.97,-69.06
2021-12-09,466.35,-0.01,1.9,135.27,-0.02,3.79,-0.02,3.96,18.78,-21.46,8755.97,-2903.35,5852.62,45.92
2021-12-10,470.74,0.01,1.92,139.1,0.03,3.9,0.03,4.07,18.78,-21.46,8838.39,-2985.56,5852.84,-118.27
2021-12-13,466.57,-0.01,1.9,135.42,-0.03,3.8,-0.03,3.96,18.78,-21.46,8760.1,-2906.57,5853.53,40.39
2021-12-14,463.36,-0.01,1.89,132.57,-0.02,3.72,-0.02,3.88,18.57,-21.67,8604.51,-2872.67,5731.84,-13.51
2021-12-15,470.6,0.02,1.92,138.75,0.05,3.89,0.05,4.06,18.87,-21.37,8879.36,-2965.19,5914.17,-16.22
2021-12-16,466.45,-0.01,1.9,135.04,-0.03,3.78,-0.03,3.95,18.87,-21.37,8801.05,-2885.91,5915.15,143.34
2021-12-17,459.87,-0.01,1.87,130.79,-0.03,3.67,-0.04,3.78,18.5,-21.74,8505.98,-2843.69,5662.29,-25.09
2021-12-20,454.98,-0.01,1.85,126.44,-0.03,3.54,-0.03,3.66,18.27,-21.96,8314.66,-2777.14,5537.51,-16.78
2021-12-21,463.06,0.02,1.88,133.13,0.05,3.73,0.05,3.86,18.61,-21.63,8617.29,-2879.53,5737.75,-21.31
2021-12-22,467.69,0.01,1.9,137.19,0.03,3.85,0.03,3.97,18.82,-21.42,8802.74,-2938.22,5864.52,-11.91
2021-12-23,470.6,0.01,1.92,139.67,0.02,3.91,0.02,4.05,18.82,-21.42,8857.52,-2991.33,5866.18,-116.49
2021-12-27,477.26,0.01,1.94,145.59,0.04,4.08,0.04,4.22,19.21,-21.03,9168.62,-3061.46,6107.16,-15.76
2021-12-28,476.87,-0.0,1.94,145.27,-0.0,4.07,-0.0,4.21,19.21,-21.03,9161.13,-3054.73,6106.4,-3.07
2021-12-29,477.48,0.0,1.94,145.78,0.0,4.09,0.0,4.23,19.21,-21.03,9172.85,-3065.45,6107.39,-23.52
2021-12-30,476.16,-0.0,1.94,144.57,-0.01,4.05,-0.01,4.19,19.21,-21.03,9147.49,-3040.01,6107.48,27.45
2021-12-31,474.96,-0.0,1.93,143.41,-0.01,4.02,-0.01,4.16,19.21,-21.03,9124.43,-3015.62,6108.82,77.58
2022-01-03,477.71,0.01,1.94,145.95,0.02,4.09,0.02,4.23,19.21,-21.03,9177.26,-3069.03,6108.23,-29.82
2022-01-04,477.55,-0.0,1.94,145.78,-0.0,4.09,-0.0,4.23,19.21,-21.03,9174.19,-3065.45,6108.74,-22.17
2022-01-05,468.38,-0.02,1.91,137.31,-0.06,3.85,-0.06,3.98,18.8,-21.44,8807.01,-2943.35,5863.67,-23.02
2022-01-06,467.94,-0.0,1.9,136.94,-0.0,3.84,-0.0,3.97,18.8,-21.44,8798.74,-2935.41,5863.33,-7.5
2022-01-07,466.09,-0.0,1.9,135.37,-0.01,3.79,-0.01,3.93,18.8,-21.44,8763.95,-2901.76,5862.2,58.68
2022-01-10,465.51,-0.0,1.89,134.84,-0.0,3.78,-0.0,3.91,18.8,-21.44,8753.05,-2890.4,5862.65,81.85
2022-01-11,469.75,0.01,1.91,138.47,0.03,3.88,0.03,4.02,18.8,-21.44,8832.77,-2968.21,5864.56,-71.86
2022-01-12,471.02,0.0,1.92,139.6,0.01,3.91,0.01,4.05,18.8,-21.44,8856.65,-2992.43,5864.22,-120.65
2022-01-13,464.53,-0.01,1.89,133.88,-0.04,3.75,-0.04,3.88,18.8,-21.44,8734.62,-2869.82,5864.8,125.16
2022-01-14,464.72,0.0,1.89,133.94,0.0,3.75,0.0,3.89,18.8,-21.44,8738.19,-2871.11,5867.09,124.87
2022-01-18,456.49,-0.02,1.86,126.89,-0.05,3.56,-0.05,3.68,18.25,-21.99,8329.52,-2790.57,5538.96,-42.17
2022-01-19,451.75,-0.01,1.84,122.89,-0.03,3.44,-0.03,3.57,18.25,-21.99,8243.03,-2702.6,5540.44,135.24
2022-01-20,446.75,-0.01,1.82,118.85,-0.03,3.33,-0.03,3.45,17.81,-22.43,7957.24,-2665.51,5291.74,-39.28
2022-01-21,437.98,-0.02,1.78,111.78,-0.06,3.13,-0.06,3.25,17.39,-22.85,7618.06,-2553.65,5064.41,-42.88
2022-01-24,439.84,0.0,1.79,113.3,0.01,3.18,0.01,3.29,17.39,-22.85,7650.41,-2588.37,5062.04,-114.7
2022-01-25,434.47,-0.01,1.77,108.8,-0.04,3.05,-0.04,3.17,17.39,-22.85,7557.01,-2485.57,5071.44,100.3
2022-01-26,433.38,-0.0,1.76,108.38,-0.0,3.04,-0.01,3.14,17.39,-22.85,7538.05,-2475.97,5062.07,110.13
2022-01-27,431.24,-0.0,1.76,106.55,-0.02,2.99,-0.01,3.1,17.08,-23.16,7367.04,-2467.22,4899.82,-34.62
2022-01-28,441.95,0.02,1.8,114.58,0.08,3.21,0.07,3.33,17.55,-22.69,7754.74,-2600.08,5154.66,-45.5
2022-01-31,449.91,0.02,1.83,120.75,0.05,3.38,0.05,3.51,17.91,-22.33,8057.34,-2696.36,5360.98,-31.74
2022-02-01,452.95,0.01,1.84,123.29,0.02,3.46,0.02,3.58,17.91,-22.33,8111.78,-2753.08,5358.7,-147.46
2022-02-02,457.35,0.01,1.86,126.76,0.03,3.55,0.03,3.68,18.24,-22.0,8341.14,-2788.84,5552.3,-25.37
2022-02-03,446.6,-0.02,1.82,117.68,-0.07,3.3,-0.07,3.42,17.7,-22.54,7906.07,-2652.05,5254.03,-50.07
2022-02-04,448.7,0.0,1.83,119.45,0.02,3.35,0.01,3.47,17.7,-22.54,7943.25,-2691.94,5251.31,-132.56
2022-02-07,447.26,-0.0,1.82,118.24,-0.01,3.31,-0.01,3.44,17.7,-22.54,7917.76,-2664.67,5253.09,-76.25
2022-02-08,450.94,0.01,1.84,121.24,0.03,3.4,0.02,3.52,17.94,-22.3,8089.87,-2703.52,5386.35,-20.69
2022-02-09,457.54,0.01,1.86,126.37,0.04,3.54,0.04,3.68,18.21,-22.03,8331.0,-2784.01,5546.99,-21.04
2022-02-10,449.32,-0.02,1.83,119.82,-0.05,3.36,-0.05,3.48,17.84,-22.4,8017.46,-2683.41,5334.05,-32.77
2022-02-11,440.46,-0.02,1.79,112.56,-0.06,3.15,-0.06,3.27,17.4,-22.83,7665.73,-2570.31,5095.43,-45.18
2022-02-14,439.02,-0.0,1.79,111.59,-0.01,3.13,-0.01,3.24,17.4,-22.83,7640.67,-2548.16,5092.51,-3.8
2022-02-15,446.1,0.02,1.82,116.74,0.05,3.27,0.05,3.4,17.67,-22.57,7880.58,-2635.22,5245.36,-25.08
2022-02-16,446.6,0.0,1.82,117.26,0.0,3.29,0.0,3.41,17.67,-22.57,7889.41,-2646.96,5242.45,-51.46
2022-02-17,437.06,-0.02,1.78,109.69,-0.06,3.07,-0.06,3.19,17.22,-23.02,7526.54,-2524.85,5001.69,-48.02
2022-02-18,434.23,-0.01,1.77,107.44,-0.02,3.01,-0.02,3.13,17.22,-23.02,7477.8,-2473.06,5004.74,58.62
2022-02-22,429.57,-0.01,1.75,104.19,-0.03,2.92,-0.03,3.03,16.9,-23.34,7258.2,-2432.05,4826.15,-37.95
2022-02-23,421.95,-0.02,1.72,98.32,-0.06,2.76,-0.05,2.87,16.48,-23.76,6954.67,-2335.76,4618.91,-52.6
2022-02-24,428.3,0.02,1.74,102.92,0.05,2.88,0.05,3.0,16.8,-23.43,7197.22,-2411.9,4785.32,-38.49
2022-02-25,437.75,0.02,1.78,109.62,0.07,3.07,0.07,3.19,17.2,-23.03,7531.39,-2525.0,5006.38,-43.62
2022-02-28,436.63,-0.0,1.78,108.78,-0.01,3.05,-0.01,3.17,17.2,-23.03,7512.12,-2505.65,5006.46,-4.84
2022-03-01,429.98,-0.02,1.75,104.0,-0.04,2.91,-0.05,3.02,16.87,-23.37,7252.27,-2430.73,4821.55,-39.9
2022-03-02,437.89,0.02,1.78,109.7,0.05,3.07,0.06,3.19,17.22,-23.02,7538.77,-2525.6,5013.17,-38.03
2022-03-03,435.71,-0.0,1.77,107.9,-0.02,3.02,-0.01,3.14,17.22,-23.02,7501.24,-2484.16,5017.08,48.76
2022-03-04,432.17,-0.01,1.76,105.27,-0.02,2.95,-0.02,3.07,16.95,-23.29,7324.34,-2451.85,4872.49,-31.22
2022-03-07,419.43,-0.03,1.71,96.06,-0.09,2.69,-0.09,2.8,16.26,-23.98,6819.96,-2303.41,4516.55,-90.27
2022-03-08,416.25,-0.01,1.69,93.76,-0.02,2.63,-0.02,2.73,16.26,-23.98,6768.25,-2248.26,4519.99,23.48
2022-03-09,427.41,0.03,1.74,101.23,0.08,2.84,0.08,2.95,16.65,-23.59,7115.92,-2388.01,4727.91,-48.11
2022-03-10,425.48,-0.0,1.73,100.03,-0.01,2.8,-0.01,2.91,16.65,-23.59,7083.79,-2359.7,4724.09,4.68
2022-03-11,420.07,-0.01,1.71,96.17,-0.04,2.7,-0.04,2.8,16.32,-23.92,6857.02,-2299.94,4557.07,-42.81
2022-03-14,417.0,-0.01,1.7,94.07,-0.02,2.64,-0.02,2.74,16.32,-23.92,6806.9,-2249.72,4557.18,57.74
2022-03-15,426.17,0.02,1.73,100.11,0.06,2.81,0.07,2.92,16.59,-23.65,7069.55,-2367.64,4701.92,-33.36
2022-03-16,435.62,0.02,1.77,107.0,0.07,3.0,0.07,3.11,17.01,-23.23,7409.04,-2485.7,4923.33,-48.08
2022-03-17,441.07,0.01,1.8,110.85,0.04,3.11,0.04,3.23,17.26,-22.98,7613.58,-2547.03,5066.55,-27.52
2022-03-18,444.52,0.01,1.81,114.39,0.03,3.21,0.02,3.31,17.5,-22.74,7779.12,-2601.1,5178.03,-24.17
2022-03-21,444.39,-0.0,1.81,114.47,0.0,3.21,-0.0,3.3,17.5,-22.74,7776.85,-2602.92,5173.93,-31.9
2022-03-22,449.59,0.01,1.83,118.37,0.03,3.32,0.04,3.42,17.73,-22.51,7971.32,-2664.36,5306.97,-21.74
2022-03-23,443.8,-0.01,1.81,113.9,-0.04,3.19,-0.04,3.29,17.47,-22.77,7753.43,-2593.31,5160.12,-26.51
2022-03-24,450.49,0.02,1.83,119.0,0.04,3.34,0.05,3.44,17.76,-22.48,7999.31,-2675.36,5323.95,-26.77
2022-03-25,452.69,0.0,1.84,120.63,0.01,3.38,0.01,3.49,17.76,-22.48,8038.37,-2712.0,5326.37,-97.64
2022-03-28,455.91,0.01,1.86,123.25,0.02,3.45,0.02,3.56,18.0,-22.24,8204.14,-2741.55,5462.58,-20.52
2022-03-29,461.55,0.01,1.88,127.82,0.04,3.58,0.04,3.69,18.24,-22.0,8417.62,-2812.19,5605.43,-18.95
2022-03-30,458.7,-0.01,1.87,125.54,-0.02,3.52,-0.02,3.63,18.24,-22.0,8365.65,-2762.03,5603.62,79.56
2022-03-31,451.64,-0.02,1.84,119.8,-0.05,3.36,-0.05,3.46,17.78,-22.46,8029.75,-2690.69,5339.07,-42.3
2022-04-01,452.92,0.0,1.84,120.58,0.01,3.38,0.01,3.49,17.78,-22.46,8052.51,-2708.2,5344.3,-72.1
2022-04-04,456.8,0.01,1.86,123.53,0.02,3.46,0.03,3.58,18.0,-22.24,8222.44,-2747.16,5475.27,-19.05
2022-04-05,451.03,-0.01,1.84,119.23,-0.03,3.34,-0.04,3.44,17.77,-22.47,8015.2,-2678.86,5336.33,-21.39
2022-04-06,446.52,-0.01,1.82,115.62,-0.03,3.24,-0.03,3.34,17.77,-22.47,7935.05,-2597.75,5337.3,141.79
2022-04-07,448.77,0.01,1.83,117.26,0.01,3.29,0.02,3.39,17.77,-22.47,7975.03,-2634.6,5340.43,71.23
2022-04-08,447.57,-0.0,1.82,116.41,-0.01,3.26,-0.01,3.36,17.77,-22.47,7953.71,-2615.5,5338.21,107.2
2022-04-11,439.92,-0.02,1.79,110.32,-0.05,3.09,-0.05,3.19,17.19,-23.04,7564.05,-2542.3,5021.75,-62.84
2022-04-12,438.29,-0.0,1.78,109.13,-0.01,3.06,-0.01,3.15,17.19,-23.04,7536.03,-2514.87,5021.15,-8.6
2022-04-13,443.31,0.01,1.8,112.8,0.03,3.16,0.03,3.26,17.39,-22.85,7710.34,-2577.06,5133.29,-20.83
2022-04-14,437.79,-0.01,1.78,108.65,-0.04,3.05,-0.04,3.14,17.14,-23.1,7501.78,-2510.18,4991.6,-28.75
2022-04-18,437.97,0.0,1.78,108.71,0.0,3.05,0.0,3.14,17.14,-23.1,7504.86,-2511.56,4993.3,-29.83
2022-04-19,445.04,0.02,1.81,113.91,0.05,3.19,0.05,3.3,17.44,-22.8,7760.56,-2597.26,5163.29,-31.23
2022-04-20,444.71,-0.0,1.81,113.69,-0.0,3.19,-0.0,3.29,17.44,-22.8,7754.8,-2592.25,5162.56,-21.94
2022-04-21,438.06,-0.01,1.78,108.61,-0.04,3.04,-0.04,3.14,17.12,-23.12,7497.95,-2511.35,4986.6,-36.1
2022-04-22,426.04,-0.03,1.73,99.69,-0.08,2.79,-0.08,2.88,16.49,-23.75,7023.74,-2367.92,4655.82,-80.01
2022-04-25,428.51,0.01,1.74,101.3,0.02,2.84,0.02,2.93,16.67,-23.57,7141.47,-2387.95,4753.51,-22.39
2022-04-26,416.1,-0.03,1.69,92.53,-0.09,2.59,-0.09,2.68,15.96,-24.28,6641.6,-2246.38,4395.22,-97.55
2022-04-27,417.27,0.0,1.7,93.36,0.01,2.62,0.01,2.7,15.96,-24.28,6660.28,-2266.53,4393.74,-139.32
2022-04-28,427.81,0.03,1.74,100.38,0.08,2.81,0.08,2.91,16.53,-23.71,7069.7,-2380.37,4689.33,-71.41
2022-04-29,412.0,-0.04,1.68,89.34,-0.11,2.5,-0.11,2.58,15.68,-24.56,6460.47,-2194.02,4266.45,-121.6
2022-05-02,414.48,0.01,1.69,90.81,0.02,2.55,0.02,2.63,15.91,-24.33,6594.87,-2209.2,4385.67,-32.73
2022-05-03,416.38,0.0,1.69,92.09,0.01,2.58,0.01,2.67,15.91,-24.33,6625.1,-2240.34,4384.76,-95.92
2022-05-04,429.06,0.03,1.75,100.43,0.09,2.81,0.09,2.91,16.5,-23.74,7078.28,-2384.38,4693.89,-74.87
2022-05-05,413.81,-0.04,1.68,89.73,-0.11,2.51,-0.11,2.6,15.69,-24.55,6491.84,-2202.96,4288.88,-117.03
2022-05-06,411.34,-0.01,1.67,88.23,-0.02,2.47,-0.02,2.55,15.69,-24.55,6453.09,-2166.13,4286.96,-45.3
2022-05-09,398.17,-0.03,1.62,79.72,-0.1,2.23,-0.1,2.31,14.9,-25.33,5934.42,-2019.68,3914.74,-124.62
2022-05-10,399.09,0.0,1.62,80.14,0.01,2.25,0.01,2.32,14.9,-25.33,5948.13,-2030.32,3917.81,-142.83
2022-05-11,392.75,-0.02,1.6,76.4,-0.05,2.14,-0.05,2.21,14.9,-25.33,5853.64,-1935.57,3918.07,46.93
2022-05-12,392.34,-0.0,1.6,76.09,-0.0,2.13,-0.0,2.21,14.9,-25.33,5847.53,-1927.72,3919.81,64.38
2022-05-13,401.72,0.02,1.64,81.46,0.07,2.28,0.07,2.36,15.16,-25.08,6089.31,-2043.08,4046.22,-39.94
2022-05-16,400.09,-0.0,1.63,80.59,-0.01,2.26,-0.01,2.34,15.16,-25.08,6064.6,-2021.26,4043.34,0.81
2022-05-17,408.32,0.02,1.66,85.42,0.06,2.39,0.06,2.48,15.45,-24.79,6308.28,-2117.52,4190.76,-44.29
2022-05-18,391.86,-0.04,1.6,75.23,-0.12,2.11,-0.12,2.18,14.43,-25.81,5655.31,-1941.46,3713.85,-169.06
2022-05-19,389.46,-0.01,1.59,73.71,-0.02,2.07,-0.02,2.14,14.43,-25.81,5620.67,-1902.23,3718.44,-86.02
2022-05-20,389.63,0.0,1.59,73.85,0.0,2.07,0.0,2.14,14.43,-25.81,5623.13,-1905.84,3717.28,-94.4
2022-05-23,396.92,0.02,1.62,77.97,0.06,2.19,0.06,2.26,14.82,-25.42,5882.42,-1981.9,3900.52,-63.28
2022-05-24,393.89,-0.01,1.6,76.21,-0.02,2.14,-0.02,2.21,14.82,-25.42,5837.51,-1937.16,3900.35,26.03
2022-05-25,397.37,0.01,1.62,78.28,0.03,2.19,0.03,2.27,14.82,-25.42,5889.09,-1989.78,3899.31,-80.25
2022-05-26,405.31,0.02,1.65,82.84,0.06,2.32,0.06,2.41,15.2,-25.04,6161.91,-2073.98,4087.94,-60.02
2022-05-27,415.26,0.02,1.69,89.01,0.07,2.49,0.07,2.58,15.65,-24.59,6499.27,-2188.56,4310.7,-66.42
