,SPY_Close,SPY_per_change,SPY_cumulative,SPXL_Close,SPXL_per_change,SPXL_cumulative,ideal_per_change,ideal_cumulative,shares_under,shares_trip,portfolio_SPY_long,portfolio_SPXL_short,portfolio_total,beta_exposure
2022-05-31,412.93,-0.01,1.68,87.45,-0.02,2.45,-0.02,2.54,15.65,-24.59,6462.8,-2150.21,4312.59,12.18
2022-06-01,409.59,-0.01,1.67,85.37,-0.02,2.39,-0.02,2.48,15.65,-24.59,6410.52,-2099.06,4311.46,113.33
2022-06-02,417.39,0.02,1.7,90.14,0.06,2.53,0.06,2.62,15.65,-24.59,6532.6,-2216.35,4316.25,-116.44
2022-06-03,410.54,-0.02,1.67,85.75,-0.05,2.4,-0.05,2.49,15.65,-24.59,6425.39,-2108.41,4316.99,100.17
2022-06-06,411.79,0.0,1.68,86.44,0.01,2.42,0.01,2.51,15.65,-24.59,6444.96,-2125.37,4319.58,68.84
2022-06-07,415.74,0.01,1.69,88.95,0.03,2.49,0.03,2.59,15.65,-24.59,6506.78,-2187.09,4319.69,-54.49
2022-06-08,411.22,-0.01,1.67,86.08,-0.03,2.41,-0.03,2.5,15.65,-24.59,6436.03,-2116.52,4319.51,86.47
2022-06-09,401.44,-0.02,1.63,79.94,-0.07,2.24,-0.07,2.32,14.85,-25.39,5959.64,-2029.94,3929.7,-130.17
2022-06-10,389.8,-0.03,1.59,72.96,-0.09,2.04,-0.09,2.12,14.32,-25.92,5583.14,-1890.82,3692.32,-89.32
2022-06-13,375.0,-0.04,1.53,64.64,-0.11,1.81,-0.11,1.88,13.43,-26.81,5037.04,-1732.79,3304.24,-161.34
2022-06-14,373.87,-0.0,1.52,64.03,-0.01,1.79,-0.01,1.86,13.43,-26.81,5021.86,-1716.44,3305.42,-127.46
2022-06-15,379.2,0.01,1.54,66.65,0.04,1.87,0.04,1.94,13.78,-26.46,5226.74,-1763.25,3463.49,-63.0
2022-06-16,366.65,-0.03,1.49,60.24,-0.1,1.69,-0.1,1.75,13.03,-27.21,4777.07,-1639.13,3137.95,-140.3
2022-06-17,365.86,-0.0,1.49,60.47,0.0,1.69,-0.01,1.74,13.26,-26.98,4851.47,-1631.39,3220.08,-42.7
2022-06-21,375.07,0.03,1.53,64.92,0.07,1.82,0.08,1.87,13.63,-26.6,5113.96,-1727.15,3386.81,-67.48
2022-06-22,374.39,-0.0,1.52,64.52,-0.01,1.81,-0.01,1.86,13.63,-26.6,5104.69,-1716.5,3388.18,-44.82
2022-06-23,378.06,0.01,1.54,66.39,0.03,1.86,0.03,1.91,13.63,-26.6,5154.73,-1766.25,3388.47,-144.04
2022-06-24,390.08,0.03,1.59,72.69,0.09,2.04,0.1,2.1,14.25,-25.99,5560.1,-1888.86,3671.24,-106.48
2022-06-27,388.59,-0.0,1.58,71.94,-0.01,2.02,-0.01,2.07,14.25,-25.99,5538.86,-1869.37,3669.49,-69.26
2022-06-28,380.65,-0.02,1.55,67.59,-0.06,1.89,-0.06,1.94,13.87,-26.37,5278.63,-1782.45,3496.18,-68.72
2022-06-29,380.34,-0.0,1.55,67.38,-0.0,1.89,-0.0,1.94,13.87,-26.37,5274.33,-1776.91,3497.42,-56.41
2022-06-30,377.25,-0.01,1.54,65.59,-0.03,1.84,-0.02,1.89,13.87,-26.37,5231.48,-1729.71,3501.77,42.36
2022-07-01,381.24,0.01,1.55,67.67,0.03,1.9,0.03,1.95,13.87,-26.37,5286.81,-1784.56,3502.25,-66.87
2022-07-05,381.96,0.0,1.55,68.06,0.01,1.91,0.01,1.96,13.87,-26.37,5296.79,-1794.84,3501.95,-87.74
2022-07-06,383.25,0.0,1.56,68.79,0.01,1.93,0.01,1.98,13.87,-26.37,5314.68,-1814.1,3500.59,-127.6
2022-07-07,388.99,0.01,1.58,71.82,0.04,2.01,0.04,2.07,14.24,-26.0,5538.14,-1867.44,3670.7,-64.18
2022-07-08,388.67,-0.0,1.58,71.63,-0.0,2.01,-0.0,2.07,14.24,-26.0,5533.59,-1862.5,3671.09,-53.91
2022-07-11,384.23,-0.01,1.56,69.22,-0.03,1.94,-0.03,2.0,14.24,-26.0,5470.37,-1799.84,3670.54,70.87
2022-07-12,380.83,-0.01,1.55,67.39,-0.03,1.89,-0.03,1.94,13.83,-26.41,5266.36,-1779.79,3486.58,-73.0
2022-07-13,378.83,-0.01,1.54,66.24,-0.02,1.86,-0.02,1.91,13.83,-26.41,5238.71,-1749.42,3489.29,-9.54
2022-07-14,377.91,-0.0,1.54,65.75,-0.01,1.84,-0.01,1.9,13.83,-26.41,5225.98,-1736.47,3489.51,16.56
2022-07-15,385.13,0.02,1.57,69.54,0.06,1.95,0.06,2.01,14.07,-26.17,5417.77,-1819.97,3597.8,-42.14
2022-07-18,381.95,-0.01,1.55,67.83,-0.02,1.9,-0.02,1.96,14.07,-26.17,5373.03,-1775.22,3597.82,47.39
2022-07-19,392.27,0.03,1.6,73.23,0.08,2.05,0.08,2.12,14.36,-25.88,5633.92,-1894.94,3738.98,-50.91
2022-07-20,394.77,0.01,1.61,74.62,0.02,2.09,0.02,2.16,14.36,-25.88,5669.82,-1930.91,3738.91,-122.91
2022-07-21,398.79,0.01,1.62,76.87,0.03,2.15,0.03,2.22,14.66,-25.58,5847.48,-1966.02,3881.46,-50.57
2022-07-22,395.09,-0.01,1.61,74.8,-0.03,2.1,-0.03,2.16,14.66,-25.58,5793.22,-1913.07,3880.15,54.0
2022-07-25,395.57,0.0,1.61,74.98,0.0,2.1,0.0,2.17,14.66,-25.58,5800.26,-1917.68,3882.58,47.23
2022-07-26,390.89,-0.01,1.59,72.34,-0.04,2.03,-0.04,2.09,14.25,-25.99,5568.48,-1880.35,3688.13,-72.57
2022-07-27,401.04,0.03,1.63,77.97,0.08,2.19,0.08,2.26,14.7,-25.54,5896.58,-1991.02,3905.56,-76.47
2022-07-28,406.07,0.01,1.65,80.83,0.04,2.27,0.04,2.34,14.98,-25.26,6081.34,-2041.99,4039.35,-44.64
2022-07-29,411.99,0.01,1.68,84.47,0.05,2.37,0.04,2.44,15.26,-24.98,6285.93,-2110.18,4175.74,-44.62
2022-08-01,410.77,-0.0,1.67,83.66,-0.01,2.34,-0.01,2.42,15.26,-24.98,6267.31,-2089.95,4177.36,-2.53
2022-08-02,408.06,-0.01,1.66,82.0,-0.02,2.3,-0.02,2.37,15.26,-24.98,6225.96,-2048.48,4177.49,80.53
2022-08-03,414.45,0.02,1.69,85.82,0.05,2.41,0.05,2.48,15.26,-24.98,6323.46,-2143.91,4179.55,-108.26
2022-08-04,414.17,-0.0,1.69,85.58,-0.0,2.4,-0.0,2.48,15.26,-24.98,6319.19,-2137.91,4181.28,-94.55
2022-08-05,413.47,-0.0,1.68,85.06,-0.01,2.38,-0.01,2.47,15.26,-24.98,6308.51,-2124.92,4183.59,-66.26
2022-08-08,412.99,-0.0,1.68,84.87,-0.0,2.38,-0.0,2.46,15.26,-24.98,6301.18,-2120.17,4181.01,-59.34
2022-08-09,411.35,-0.0,1.67,83.8,-0.01,2.35,-0.01,2.43,15.26,-24.98,6276.16,-2093.44,4182.72,-4.17
2022-08-10,419.99,0.02,1.71,89.03,0.06,2.5,0.06,2.58,15.57,-24.67,6540.14,-2196.08,4344.06,-48.11
2022-08-11,419.99,0.0,1.71,89.06,0.0,2.5,0.0,2.58,15.57,-24.67,6540.14,-2196.82,4343.32,-50.33
2022-08-12,427.1,0.02,1.74,93.47,0.05,2.62,0.05,2.71,15.88,-24.36,6783.83,-2276.5,4507.33,-45.67
2022-08-15,428.86,0.0,1.75,94.66,0.01,2.65,0.01,2.75,15.88,-24.36,6811.79,-2305.48,4506.3,-104.67
2022-08-16,429.7,0.0,1.75,95.21,0.01,2.67,0.01,2.76,15.88,-24.36,6825.13,-2318.88,4506.25,-131.51
2022-08-17,426.65,-0.01,1.74,93.23,-0.02,2.61,-0.02,2.7,15.88,-24.36,6776.69,-2270.66,4506.03,-35.28
2022-08-18,427.89,0.0,1.74,93.93,0.01,2.63,0.01,2.73,15.88,-24.36,6796.38,-2287.71,4508.68,-66.73
2022-08-19,422.14,-0.01,1.72,90.08,-0.04,2.52,-0.04,2.62,15.88,-24.36,6705.05,-2193.94,4511.11,123.24
2022-08-22,413.35,-0.02,1.68,84.49,-0.06,2.37,-0.06,2.45,15.11,-25.13,6245.75,-2123.13,4122.62,-123.65
2022-08-23,412.35,-0.0,1.68,83.85,-0.01,2.35,-0.01,2.44,15.11,-25.13,6230.64,-2107.05,4123.59,-90.51
2022-08-24,413.67,0.0,1.68,84.59,0.01,2.37,0.01,2.46,15.11,-25.13,6250.59,-2125.65,4124.94,-126.35
2022-08-25,419.51,0.01,1.71,88.15,0.04,2.47,0.04,2.56,15.48,-24.76,6492.07,-2182.91,4309.17,-56.64
2022-08-26,405.31,-0.03,1.65,79.22,-0.1,2.22,-0.1,2.3,14.66,-25.58,5942.31,-2026.27,3916.04,-136.51
2022-08-29,402.63,-0.01,1.64,77.62,-0.02,2.18,-0.02,2.26,14.66,-25.58,5903.01,-1985.35,3917.67,-53.03
2022-08-30,398.21,-0.01,1.62,75.01,-0.03,2.1,-0.03,2.18,14.66,-25.58,5838.21,-1918.59,3919.62,82.45
2022-08-31,395.18,-0.01,1.61,73.22,-0.02,2.05,-0.02,2.13,14.26,-25.98,5636.03,-1902.03,3734.0,-70.07
2022-09-01,396.42,0.0,1.61,73.97,0.01,2.07,0.01,2.15,14.26,-25.98,5653.72,-1921.52,3732.2,-110.83
2022-09-02,392.24,-0.01,1.6,71.52,-0.03,2.0,-0.03,2.09,14.26,-25.98,5594.1,-1857.87,3736.23,20.49
2022-09-06,390.76,-0.0,1.59,70.71,-0.01,1.98,-0.01,2.06,14.26,-25.98,5573.0,-1836.83,3736.16,62.5
2022-09-07,397.78,0.02,1.62,74.52,0.05,2.09,0.05,2.17,14.26,-25.98,5673.11,-1935.8,3737.31,-134.3
2022-09-08,400.38,0.01,1.63,76.0,0.02,2.13,0.02,2.22,14.53,-25.71,5816.47,-1954.08,3862.4,-45.76
2022-09-09,406.6,0.02,1.66,79.49,0.05,2.23,0.05,2.32,14.8,-25.44,6019.13,-2021.86,3997.27,-46.44
2022-09-12,410.97,0.01,1.67,82.03,0.03,2.3,0.03,2.39,15.02,-25.22,6171.6,-2068.94,4102.66,-35.22
2022-09-13,393.1,-0.04,1.6,71.42,-0.13,2.0,-0.13,2.08,13.85,-26.39,5445.28,-1884.54,3560.73,-208.35
2022-09-14,394.6,0.0,1.61,72.16,0.01,2.02,0.01,2.11,14.16,-26.07,5589.13,-1881.56,3707.57,-55.56
2022-09-15,390.12,-0.01,1.59,69.68,-0.03,1.95,-0.03,2.03,14.16,-26.07,5525.68,-1816.9,3708.78,74.99
2022-09-16,385.56,-0.01,1.57,67.97,-0.02,1.9,-0.04,1.96,14.16,-26.07,5461.09,-1772.31,3688.78,144.16
2022-09-19,388.55,0.01,1.58,69.55,0.02,1.95,0.02,2.01,14.16,-26.07,5503.44,-1813.51,3689.93,62.92
2022-09-20,384.09,-0.01,1.56,67.21,-0.03,1.88,-0.03,1.94,13.71,-26.53,5266.16,-1782.96,3483.21,-82.71
2022-09-21,377.39,-0.02,1.54,63.67,-0.05,1.78,-0.05,1.84,13.71,-26.53,5174.3,-1689.05,3485.26,107.16
2022-09-22,374.22,-0.01,1.52,62.02,-0.03,1.74,-0.03,1.79,13.19,-27.05,4934.73,-1677.78,3256.95,-98.61
2022-09-23,367.95,-0.02,1.5,58.89,-0.05,1.65,-0.05,1.7,13.19,-27.05,4852.05,-1593.1,3258.94,72.73
2022-09-26,364.31,-0.01,1.48,57.12,-0.03,1.6,-0.03,1.65,12.7,-27.54,4625.06,-1573.29,3051.77,-94.8
2022-09-27,363.38,-0.0,1.48,56.69,-0.01,1.59,-0.01,1.64,12.7,-27.54,4613.25,-1561.44,3051.81,-71.07
2022-09-28,370.53,0.02,1.51,59.95,0.06,1.68,0.06,1.73,13.03,-27.21,4828.86,-1631.04,3197.83,-64.24
2022-09-29,362.79,-0.02,1.48,56.17,-0.06,1.57,-0.06,1.63,13.03,-27.21,4727.99,-1528.19,3199.8,143.41
2022-09-30,357.18,-0.02,1.45,53.58,-0.05,1.5,-0.05,1.55,12.16,-28.08,4341.91,-1504.68,2837.23,-172.13
2022-10-03,366.61,0.03,1.49,57.76,0.08,1.62,0.08,1.67,12.71,-27.52,4661.37,-1589.79,3071.57,-108.01
2022-10-04,377.97,0.03,1.54,63.08,0.09,1.77,0.09,1.83,13.25,-26.99,5007.24,-1702.6,3304.63,-100.58
2022-10-05,377.09,-0.0,1.54,62.66,-0.01,1.76,-0.01,1.82,13.25,-26.99,4995.58,-1691.27,3304.31,-78.23
2022-10-06,373.2,-0.01,1.52,60.71,-0.03,1.7,-0.03,1.76,13.25,-26.99,4944.04,-1638.64,3305.41,28.14
2022-10-07,362.79,-0.03,1.48,55.63,-0.08,1.56,-0.08,1.61,12.34,-27.89,4478.35,-1551.78,2926.57,-177.0
2022-10-10,360.02,-0.01,1.47,54.42,-0.02,1.53,-0.02,1.58,12.34,-27.89,4444.16,-1518.03,2926.13,-109.93
2022-10-11,357.74,-0.01,1.46,53.28,-0.02,1.49,-0.02,1.55,12.34,-27.89,4416.01,-1486.23,2929.78,-42.68
2022-10-12,356.56,-0.0,1.45,52.77,-0.01,1.48,-0.01,1.53,12.34,-27.89,4401.45,-1472.0,2929.44,-14.57
2022-10-13,365.97,0.03,1.49,56.85,0.08,1.59,0.08,1.65,12.67,-27.57,4637.52,-1567.19,3070.34,-64.03
2022-10-14,357.63,-0.02,1.46,52.98,-0.07,1.48,-0.07,1.54,12.2,-28.04,4362.71,-1485.56,2877.15,-93.97
2022-10-17,366.82,0.03,1.49,57.0,0.08,1.6,0.08,1.66,12.64,-27.6,4634.82,-1573.41,3061.41,-85.42
2022-10-18,371.13,0.01,1.51,58.99,0.03,1.65,0.04,1.72,12.9,-27.34,4787.16,-1612.79,3174.37,-51.21
2022-10-19,368.5,-0.01,1.5,57.83,-0.02,1.62,-0.02,1.68,12.9,-27.34,4753.24,-1581.07,3172.16,10.01
2022-10-20,365.41,-0.01,1.49,56.32,-0.03,1.58,-0.03,1.64,12.9,-27.34,4713.38,-1539.79,3173.59,94.01
2022-10-21,374.29,0.02,1.52,60.34,0.07,1.69,0.07,1.76,12.9,-27.34,4827.92,-1649.7,3178.22,-121.17
2022-10-24,378.87,0.01,1.54,62.57,0.04,1.75,0.04,1.82,13.22,-27.02,5009.5,-1690.43,3319.06,-61.81
2022-10-25,384.92,0.02,1.57,65.58,0.05,1.84,0.05,1.91,13.52,-26.72,5202.38,-1752.52,3449.86,-55.19
2022-10-26,382.02,-0.01,1.56,64.08,-0.02,1.8,-0.02,1.86,13.52,-26.72,5163.18,-1712.44,3450.75,25.87
2022-10-27,379.98,-0.01,1.55,63.01,-0.02,1.77,-0.02,1.84,13.52,-26.72,5135.61,-1683.84,3451.77,84.08
2022-10-28,389.02,0.02,1.58,67.46,0.07,1.89,0.07,1.97,13.71,-26.53,5333.04,-1789.71,3543.33,-36.1
2022-10-31,386.21,-0.01,1.57,66.0,-0.02,1.85,-0.02,1.92,13.71,-26.53,5294.52,-1750.98,3543.54,41.58
2022-11-01,384.52,-0.0,1.57,65.14,-0.01,1.83,-0.01,1.9,13.71,-26.53,5271.35,-1728.16,3543.19,86.86
2022-11-02,374.87,-0.03,1.53,60.22,-0.08,1.69,-0.08,1.76,12.75,-27.49,4779.93,-1655.33,3124.6,-186.06
2022-11-03,371.01,-0.01,1.51,58.28,-0.03,1.63,-0.03,1.7,12.75,-27.49,4730.71,-1602.0,3128.71,-75.29
2022-11-04,376.35,0.01,1.53,60.77,0.04,1.7,0.04,1.77,13.03,-27.21,4905.07,-1653.29,3251.78,-54.79
2022-11-07,379.95,0.01,1.55,62.52,0.03,1.75,0.03,1.83,13.23,-27.01,5027.34,-1688.5,3338.84,-38.15
2022-11-08,382.0,0.01,1.55,63.54,0.02,1.78,0.02,1.86,13.23,-27.01,5054.46,-1716.05,3338.42,-93.67
2022-11-09,374.13,-0.02,1.52,59.6,-0.06,1.67,-0.06,1.74,13.23,-27.01,4950.33,-1609.64,3340.7,121.42
2022-11-10,394.69,0.05,1.61,69.34,0.16,1.94,0.16,2.03,13.73,-26.51,5420.22,-1837.93,3582.29,-93.57
2022-11-11,398.51,0.01,1.62,71.39,0.03,2.0,0.03,2.09,13.99,-26.25,5574.74,-1873.98,3700.76,-47.21
2022-11-14,395.12,-0.01,1.61,69.54,-0.03,1.95,-0.03,2.03,13.99,-26.25,5527.32,-1825.42,3701.9,51.05
2022-11-15,398.49,0.01,1.62,71.3,0.03,2.0,0.03,2.08,13.99,-26.25,5574.46,-1871.62,3702.84,-40.4
2022-11-16,395.45,-0.01,1.61,69.7,-0.02,1.95,-0.02,2.04,13.99,-26.25,5531.93,-1829.62,3702.31,43.07
2022-11-17,394.24,-0.0,1.6,68.96,-0.01,1.93,-0.01,2.02,13.99,-26.25,5515.01,-1810.2,3704.81,84.42
2022-11-18,396.03,0.0,1.61,69.92,0.01,1.96,0.01,2.05,13.99,-26.25,5540.05,-1835.4,3704.65,33.86
2022-11-21,394.59,-0.0,1.61,69.09,-0.01,1.94,-0.01,2.02,13.99,-26.25,5519.9,-1813.61,3706.29,79.08
2022-11-22,399.9,0.01,1.63,71.88,0.04,2.01,0.04,2.11,13.99,-26.25,5594.18,-1886.85,3707.34,-66.35
2022-11-23,402.42,0.01,1.64,73.13,0.02,2.05,0.02,2.15,13.99,-26.25,5629.44,-1919.66,3709.78,-129.54
2022-11-25,402.33,-0.0,1.64,73.08,-0.0,2.05,-0.0,2.14,13.99,-26.25,5628.18,-1918.35,3709.83,-126.86
2022-11-28,395.91,-0.02,1.61,69.6,-0.05,1.95,-0.05,2.04,13.99,-26.25,5538.37,-1827.0,3711.37,57.38
2022-11-29,395.23,-0.0,1.61,69.21,-0.01,1.94,-0.01,2.03,13.99,-26.25,5528.86,-1816.76,3712.1,78.58
2022-11-30,407.68,0.03,1.66,75.59,0.09,2.12,0.09,2.22,14.3,-25.94,5827.86,-1961.09,3866.77,-55.4
2022-12-01,407.38,-0.0,1.66,75.55,-0.0,2.12,-0.0,2.22,14.3,-25.94,5823.57,-1960.05,3863.52,-56.57
2022-12-02,406.91,-0.0,1.66,75.19,-0.0,2.11,-0.0,2.21,14.3,-25.94,5816.85,-1950.71,3866.14,-35.27
2022-12-05,399.59,-0.02,1.63,71.15,-0.05,1.99,-0.05,2.09,13.89,-26.35,5548.85,-1874.98,3673.87,-76.1
2022-12-06,393.83,-0.01,1.6,68.07,-0.04,1.91,-0.04,2.0,13.89,-26.35,5468.87,-1793.82,3675.05,87.42
2022-12-07,393.16,-0.0,1.6,67.63,-0.01,1.9,-0.01,1.99,13.89,-26.35,5459.56,-1782.22,3677.34,112.9
2022-12-08,396.24,0.01,1.61,69.23,0.02,1.94,0.02,2.04,13.89,-26.35,5502.33,-1824.39,3677.95,29.17
2022-12-09,393.28,-0.01,1.6,67.66,-0.02,1.9,-0.02,1.99,13.89,-26.35,5461.23,-1783.01,3678.22,112.19
2022-12-12,398.95,0.01,1.62,70.5,0.04,1.98,0.04,2.08,13.89,-26.35,5539.97,-1857.85,3682.11,-33.6
2022-12-13,401.97,0.01,1.64,72.09,0.02,2.02,0.02,2.12,13.89,-26.35,5581.9,-1899.75,3682.15,-117.36
2022-12-14,399.4,-0.01,1.63,70.74,-0.02,1.98,-0.02,2.08,13.89,-26.35,5546.21,-1864.18,3682.04,-46.32
2022-12-15,389.63,-0.02,1.59,65.49,-0.07,1.84,-0.07,1.93,13.29,-26.95,5179.45,-1764.67,3414.78,-114.57
2022-12-16,383.27,-0.02,1.56,63.1,-0.04,1.77,-0.05,1.84,13.29,-26.95,5094.9,-1700.27,3394.63,-5.91
2022-12-19,380.02,-0.01,1.55,61.52,-0.03,1.72,-0.03,1.79,13.29,-26.95,5051.7,-1657.7,3394.0,78.61
2022-12-20,380.54,0.0,1.55,61.61,0.0,1.73,0.0,1.8,13.29,-26.95,5058.61,-1660.12,3398.49,78.24
2022-12-21,386.23,0.01,1.57,64.36,0.04,1.8,0.04,1.88,13.29,-26.95,5134.25,-1734.22,3400.03,-68.42
2022-12-22,380.72,-0.01,1.55,61.6,-0.04,1.73,-0.04,1.8,13.29,-26.95,5061.0,-1659.85,3401.15,81.45
2022-12-23,382.91,0.01,1.56,62.53,0.02,1.75,0.02,1.83,13.29,-26.95,5090.12,-1684.91,3405.2,35.38
2022-12-27,381.4,-0.0,1.55,61.82,-0.01,1.73,-0.01,1.81,13.29,-26.95,5070.04,-1665.78,3404.26,72.7
2022-12-28,376.66,-0.01,1.53,59.53,-0.04,1.67,-0.04,1.74,12.75,-27.49,4801.6,-1636.54,3165.06,-108.03
2022-12-29,383.44,0.02,1.56,62.61,0.05,1.75,0.05,1.83,13.11,-27.13,5025.84,-1698.71,3327.13,-70.3
2022-12-30,382.43,-0.0,1.56,62.11,-0.01,1.74,-0.01,1.82,13.11,-27.13,5012.6,-1685.15,3327.45,-42.84
2023-01-03,380.82,-0.0,1.55,61.36,-0.01,1.72,-0.01,1.8,13.11,-27.13,4991.5,-1664.8,3326.7,-2.9
2023-01-04,383.76,0.01,1.56,62.71,0.02,1.76,0.02,1.84,13.11,-27.13,5030.03,-1701.43,3328.61,-74.25
2023-01-05,379.38,-0.01,1.54,60.53,-0.03,1.7,-0.03,1.77,13.11,-27.13,4972.62,-1642.28,3330.34,45.78
2023-01-06,388.08,0.02,1.58,64.64,0.07,1.81,0.07,1.9,13.33,-26.91,5174.01,-1739.24,3434.77,-43.71
2023-01-09,387.86,-0.0,1.58,64.56,-0.0,1.81,-0.0,1.89,13.33,-26.91,5171.08,-1737.09,3433.99,-40.18
2023-01-10,390.58,0.01,1.59,65.88,0.02,1.85,0.02,1.93,13.33,-26.91,5207.35,-1772.6,3434.74,-110.47
2023-01-11,395.52,0.01,1.61,68.38,0.04,1.92,0.04,2.01,13.64,-26.6,5396.41,-1818.57,3577.84,-59.3
2023-01-12,396.96,0.0,1.62,69.06,0.01,1.94,0.01,2.03,13.64,-26.6,5416.06,-1836.66,3579.4,-93.91
2023-01-13,398.5,0.0,1.62,69.78,0.01,1.96,0.01,2.05,13.64,-26.6,5437.07,-1855.8,3581.26,-130.34
2023-01-17,397.77,-0.0,1.62,69.42,-0.01,1.95,-0.01,2.04,13.64,-26.6,5427.11,-1846.23,3580.88,-111.58
2023-01-18,391.49,-0.02,1.59,66.12,-0.05,1.85,-0.05,1.94,13.64,-26.6,5341.43,-1758.47,3582.96,66.03
2023-01-19,388.64,-0.01,1.58,64.67,-0.02,1.81,-0.02,1.9,13.64,-26.6,5302.54,-1719.9,3582.64,142.83
2023-01-20,395.88,0.02,1.61,68.13,0.05,1.91,0.06,2.01,13.64,-26.6,5401.32,-1811.92,3589.4,-34.44
2023-01-23,400.63,0.01,1.63,70.59,0.04,1.98,0.04,2.08,13.85,-26.39,5549.08,-1862.73,3686.35,-39.11
2023-01-24,400.2,-0.0,1.63,70.37,-0.0,1.97,-0.0,2.07,13.85,-26.39,5543.13,-1856.92,3686.2,-27.65
2023-01-25,400.35,0.0,1.63,70.47,0.0,1.98,0.0,2.08,13.85,-26.39,5545.21,-1859.56,3685.64,-33.48
2023-01-26,404.75,0.01,1.65,72.65,0.03,2.04,0.03,2.14,13.85,-26.39,5606.15,-1917.09,3689.06,-145.12
2023-01-27,405.68,0.0,1.65,73.14,0.01,2.05,0.01,2.16,14.06,-26.18,5704.54,-1914.6,3789.94,-39.26
2023-01-30,400.59,-0.01,1.63,70.42,-0.04,1.97,-0.04,2.08,14.06,-26.18,5632.97,-1843.4,3789.57,102.77
2023-01-31,406.48,0.01,1.65,73.45,0.04,2.06,0.04,2.17,14.06,-26.18,5715.79,-1922.72,3793.08,-52.36
2023-02-01,410.8,0.01,1.67,75.82,0.03,2.12,0.03,2.24,14.28,-25.96,5865.41,-1968.36,3897.05,-39.66
2023-02-02,416.78,0.01,1.7,79.03,0.04,2.21,0.04,2.34,14.52,-25.72,6052.93,-2032.32,4020.61,-44.04
2023-02-03,412.35,-0.01,1.68,76.53,-0.03,2.14,-0.03,2.26,14.52,-25.72,5988.59,-1968.03,4020.56,84.49
2023-02-06,409.83,-0.01,1.67,75.15,-0.02,2.11,-0.02,2.22,14.18,-26.06,5811.69,-1958.27,3853.42,-63.12
2023-02-07,415.19,0.01,1.69,78.0,0.04,2.19,0.04,2.31,14.43,-25.81,5992.66,-2012.82,3979.84,-45.8
2023-02-08,410.65,-0.01,1.67,75.5,-0.03,2.12,-0.03,2.23,14.43,-25.81,5927.13,-1948.31,3978.82,82.21
2023-02-09,407.09,-0.01,1.66,73.46,-0.03,2.06,-0.03,2.17,14.01,-26.23,5701.41,-1927.12,3774.29,-79.96
2023-02-10,408.04,0.0,1.66,73.86,0.01,2.07,0.01,2.19,14.01,-26.23,5714.71,-1937.62,3777.1,-98.13
2023-02-13,412.83,0.01,1.68,76.45,0.04,2.14,0.04,2.27,14.29,-25.95,5899.24,-1983.81,3915.43,-52.2
2023-02-14,412.64,-0.0,1.68,76.34,-0.0,2.14,-0.0,2.26,14.29,-25.95,5896.53,-1980.96,3915.57,-46.35
2023-02-15,413.98,0.0,1.69,77.06,0.01,2.16,0.01,2.28,14.29,-25.95,5915.67,-1999.64,3916.03,-83.25
2023-02-16,408.28,-0.01,1.66,73.85,-0.04,2.07,-0.04,2.19,14.29,-25.95,5834.22,-1916.34,3917.88,85.19
2023-02-17,407.26,-0.0,1.66,73.2,-0.01,2.05,-0.01,2.17,14.29,-25.95,5819.65,-1899.48,3920.17,121.21
2023-02-21,399.09,-0.02,1.62,68.78,-0.06,1.93,-0.06,2.04,13.45,-26.79,5365.83,-1842.87,3522.95,-162.8
2023-02-22,398.54,-0.0,1.62,68.5,-0.0,1.92,-0.0,2.03,13.45,-26.79,5358.43,-1835.37,3523.06,-147.69
2023-02-23,400.66,0.01,1.63,69.49,0.01,1.95,0.02,2.07,13.69,-26.55,5486.31,-1844.66,3641.65,-47.67
2023-02-24,396.38,-0.01,1.61,67.23,-0.03,1.88,-0.03,2.0,13.69,-26.55,5427.71,-1784.67,3643.04,73.7
2023-02-27,397.73,0.0,1.62,67.87,0.01,1.9,0.01,2.02,13.69,-26.55,5446.19,-1801.66,3644.54,41.22
2023-02-28,396.26,-0.0,1.61,67.13,-0.01,1.88,-0.01,2.0,13.69,-26.55,5426.06,-1782.01,3644.05,80.02
2023-03-01,394.74,-0.0,1.61,66.42,-0.01,1.86,-0.01,1.98,13.69,-26.55,5405.25,-1763.17,3642.08,115.75
2023-03-02,397.81,0.01,1.62,67.82,0.02,1.9,0.02,2.02,13.69,-26.55,5447.29,-1800.33,3646.96,46.3
2023-03-03,404.19,0.02,1.65,71.01,0.05,1.99,0.05,2.12,13.69,-26.55,5534.65,-1885.01,3649.64,-120.38
2023-03-06,404.47,0.0,1.65,71.22,0.0,2.0,0.0,2.12,13.69,-26.55,5538.49,-1890.59,3647.9,-133.27
2023-03-07,398.27,-0.02,1.62,67.92,-0.05,1.9,-0.05,2.03,13.69,-26.55,5453.59,-1802.98,3650.6,44.63
2023-03-08,398.92,0.0,1.62,68.21,0.0,1.91,0.0,2.04,13.69,-26.55,5462.49,-1810.68,3651.8,30.44
2023-03-09,391.56,-0.02,1.59,64.43,-0.06,1.81,-0.06,1.92,13.1,-27.14,5128.05,-1748.79,3379.26,-118.31
2023-03-10,385.91,-0.01,1.57,61.59,-0.04,1.73,-0.04,1.84,13.1,-27.14,5054.05,-1671.7,3382.35,38.94
2023-03-13,385.36,-0.0,1.57,61.29,-0.0,1.72,-0.0,1.83,13.1,-27.14,5046.85,-1663.56,3383.29,56.17
